StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q4,Q5,Q25_1,Q27_1,Q27_2,Q28,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q31,Q33_1,Q35_1,Q35_2,Q36,Q37_1,Q37_2,Q37_3,Q37_4,Q37_5,Q38_1,Q38_2,Q38_3,Q38_4,Q38_5,Q38_6,Q38_7,Q38_8,Q39,Q41_1,Q43_1,Q43_2,Q44,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Q46_1,Q46_2,Q46_3,Q46_4,Q46_5,Q46_6,Q46_7,Q46_8,Q47,Q49_1,Q51_1,Q51_2,Q52,Q53_1,Q53_2,Q53_3,Q53_4,Q53_5,Q54_1,Q54_2,Q54_3,Q54_4,Q54_5,Q54_6,Q54_7,Q54_8,Q55,Q57
2025-11-19 11:19:30,2025-11-19 11:25:33,IP Address,137.208.30.100,100,363,True,2025-11-19 11:25:34,R_2SIXfUOV9w7h7Z7,,,,,48.217,16.3944,anonymous,DE,Yes,Female,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,stimme völlig zu,7,,4,5,3,2,2,3,4,7,6,5,5,5,6,5,Yes
2025-11-19 12:14:38,2025-11-19 12:17:10,IP Address,137.208.30.100,100,152,True,2025-11-19 12:17:11,R_8pVKgBNhAOwni8F,,,,,48.217,16.3944,anonymous,DE,Yes,Female,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,4,4,4,3,3,5,3,6,4,5,5,4,5,5,No
2025-11-19 12:20:58,2025-11-19 12:28:07,IP Address,137.208.30.100,100,428,True,2025-11-19 12:28:07,R_2EBjtFQaLs45CQv,,,,,48.217,16.3944,anonymous,DE,Yes,Male,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,3,3,3,2,3,2,5,3,2,3,3,2,3,Yes
2025-11-19 13:14:16,2025-11-19 13:17:09,IP Address,137.208.30.100,100,172,True,2025-11-19 13:17:09,R_2s4qEFHxNLjKvke,,,,,48.217,16.3944,anonymous,DE,Yes,Male,22,,,,,,,,,,,,,,,,,,,5,,,,3,3,3,4,3,3,2,5,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
2025-11-19 13:14:44,2025-11-19 13:19:54,IP Address,137.208.30.100,100,310,True,2025-11-19 13:19:55,R_8nqPgS3nTQdZfvf,,,,,48.217,16.3944,anonymous,DE,Yes,Female,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,4,3,4,4,4,3,3,1,3,3,3,3,2,5,,,,,,,,,,,,,,,,,,,Yes
2025-11-19 14:15:57,2025-11-19 14:19:29,IP Address,137.208.30.100,100,211,True,2025-11-19 14:19:29,R_2KwLVhKJB3AbYjM,,,,,48.217,16.3944,anonymous,DE,Yes,Female,19,,,,,,,,,,,,,,,,,,,6,stimme völlig zu,stimme völlig zu,,7,7,7,7,7,7,7,7,7,4,2,2,1,very high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-19 15:15:00,2025-11-19 15:18:59,IP Address,137.208.30.100,100,239,True,2025-11-19 15:19:00,R_8igRbLvi8TSeZGJ,,,,,48.217,16.3944,anonymous,DE,Yes,Male,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,stimme völlig zu,sehr hoch,7,7,6,6,6,6,6,6,5,5,4,6,6,6,,,,,,,,,,,,,,,,,,,No
2025-11-19 15:15:03,2025-11-19 16:09:45,IP Address,137.208.30.100,100,3281,True,2025-11-19 16:09:45,R_82tNvoR4T54GkRD,,,,,48.217,16.3944,anonymous,DE,Yes,Male,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,lehne völlig ab,sehr niedrig,6,6,7,7,7,5,6,7,5,5,6,6,7,5,Yes
2025-11-19 16:13:03,2025-11-19 16:16:07,IP Address,137.208.30.100,100,183,True,2025-11-19 16:16:07,R_85XwlNPozv577r1,,,,,48.217,16.3944,anonymous,DE,Yes,Male,21,3,,,,5,5,7,6,6,5,6,7,6,6,6,6,7,very high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-19 16:13:35,2025-11-19 16:16:16,IP Address,137.208.30.100,100,161,True,2025-11-19 16:16:17,R_8PUJsJ8AqZ75o8T,,,,,48.217,16.3944,anonymous,DE,Yes,Female,20,,,,,,,,,,,,,,,,,,,6,,lehne völlig ab,,2,3,2,1,2,1,3,5,3,3,2,6,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-19 16:13:28,2025-11-19 16:16:41,IP Address,137.208.30.100,100,193,True,2025-11-19 16:16:42,R_22QOx9zIZVgnx4d,,,,,48.217,16.3944,anonymous,DE,Yes,Male,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,3,3,2,3,4,3,4,4,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,Yes
2025-11-19 16:16:23,2025-11-19 16:18:07,IP Address,137.208.30.100,100,104,True,2025-11-19 16:18:07,R_2Ck1SKmhMKkyNQO,,,,,48.217,16.3944,anonymous,DE,Yes,Male,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,stimme völlig zu,,6,6,5,6,5,5,6,5,5,5,6,7,7,very high,No
2025-11-20 09:11:23,2025-11-20 09:14:29,IP Address,137.208.30.100,100,185,True,2025-11-20 09:14:30,R_8WnPZh4Md12UDTz,,,,,48.217,16.3944,anonymous,DE,Yes,Female,19,,,,,,,,,,,,,,,,,,,6,lehne völlig ab,lehne völlig ab,sehr niedrig,1,1,1,1,1,1,1,2,1,1,1,1,1,very low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-20 09:12:33,2025-11-20 09:16:09,IP Address,137.208.30.100,100,215,True,2025-11-20 09:16:09,R_82LiaKOz7kku9Tb,,,,,48.217,16.3944,anonymous,DE,Yes,Female,23,,,,,,,,,,,,,,,,,,,3,lehne völlig ab,lehne völlig ab,sehr niedrig,1,1,1,1,1,1,1,3,1,1,1,1,1,very low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-20 09:12:22,2025-11-20 09:16:49,IP Address,137.208.30.100,100,266,True,2025-11-20 09:16:49,R_8R4aUTm7LUhzfXY,,,,,48.217,16.3944,anonymous,DE,Yes,Male,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,4,5,4,4,3,5,3,6,5,4,5,5,5,4,,,,,,,,,,,,,,,,,,,Yes
2025-11-20 09:13:27,2025-11-20 09:17:28,IP Address,137.208.30.100,100,240,True,2025-11-20 09:17:28,R_2HFwylKAsWYF59k,,,,,48.217,16.3944,anonymous,DE,Yes,Female,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,1,1,1,1,1,2,2,6,1,1,1,3,2,2,Yes
2025-11-13 10:11:09,2025-11-13 10:13:21,IP Address,84.115.225.26,75,132,False,2025-11-20 10:13:21,R_8RjABIJt9WkswAI,,,,,48.1535,16.3855,anonymous,DE,Yes,Male,45,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-20 10:12:03,2025-11-20 10:14:01,IP Address,137.208.30.100,100,117,True,2025-11-20 10:14:01,R_8RoNwR93WTpsaYh,,,,,48.217,16.3944,anonymous,DE,Yes,Male,24,,,,,,,,,,,,,,,,,,,6,,lehne völlig ab,sehr niedrig,1,1,1,1,1,1,1,1,1,1,1,1,1,very low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-20 10:14:58,2025-11-20 10:17:43,IP Address,137.208.30.100,100,165,True,2025-11-20 10:17:44,R_2QQ1jYmwUzoSO9H,,,,,48.217,16.3944,anonymous,DE,Yes,Female,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,stimme völlig zu,,5,4,2,5,4,2,2,5,3,3,3,1,3,3,,,,,,,,,,,,,,,,,,,Yes
2025-11-20 10:15:47,2025-11-20 10:19:27,IP Address,137.208.30.100,100,220,True,2025-11-20 10:19:28,R_20YbDgSMdu2S5WQ,,,,,48.217,16.3944,anonymous,DE,Yes,Female,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,lehne völlig ab,lehne völlig ab,,1,1,1,1,1,1,1,1,1,1,1,1,1,very low,Yes
2025-11-20 10:16:19,2025-11-20 10:20:00,IP Address,137.208.30.100,100,221,True,2025-11-20 10:20:01,R_28Ut9TiHvFZspcR,,,,,48.217,16.3944,anonymous,DE,Yes,Female,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,lehne völlig ab,,1,1,1,1,1,1,1,5,1,1,1,1,1,2,Yes
2025-11-20 11:12:34,2025-11-20 11:16:56,IP Address,137.208.30.100,100,261,True,2025-11-20 11:16:56,R_87wodkb77U2I71T,,,,,48.217,16.3944,anonymous,DE,Yes,Male,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,5,5,6,5,5,5,4,5,4,5,5,4,5,5,No
2025-11-20 11:17:39,2025-11-20 11:53:51,IP Address,137.208.30.100,100,2171,True,2025-11-20 11:53:51,R_8LZl2lYCqPCAyps,,,,,48.217,16.3944,anonymous,DE,Yes,Male,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,1,2,2,3,2,1,2,2,2,2,1,1,2,Yes
2025-11-20 12:11:44,2025-11-20 12:14:30,IP Address,137.208.30.100,100,165,True,2025-11-20 12:14:31,R_8QCcRdWbul7qDgl,,,,,48.217,16.3944,anonymous,DE,Yes,Female,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,stimme völlig zu,stimme völlig zu,,7,5,4,2,6,6,7,7,5,7,4,6,5,very high,,,,,,,,,,,,,,,,,,,No
2025-11-20 12:21:25,2025-11-20 12:28:52,IP Address,137.208.30.100,100,446,True,2025-11-20 12:28:52,R_8wzRjrlA1owxevo,,,,,48.217,16.3944,anonymous,DE,Yes,Female,21,,,,,,,,,,,,,,,,,,,6,lehne völlig ab,lehne völlig ab,sehr niedrig,3,3,2,1,1,1,1,1,1,1,1,1,1,very low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-20 13:10:43,2025-11-20 13:12:38,IP Address,137.208.30.100,100,115,True,2025-11-20 13:12:39,R_8u8BqSYKm1EHX0t,,,,,48.217,16.3944,anonymous,DE,Yes,Female,19,,,,,,,,,,,,,,,,,,,6,,lehne völlig ab,sehr niedrig,1,1,1,1,1,1,1,3,1,1,1,1,1,very low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-20 13:12:15,2025-11-20 13:15:25,IP Address,137.208.30.100,100,190,True,2025-11-20 13:15:26,R_8GUmQslVYSiEAhD,,,,,48.217,16.3944,anonymous,DE,Yes,Female,22,1,stimme völlig zu,stimme völlig zu,,5,6,7,5,5,7,5,7,6,7,6,7,6,very high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
2025-11-20 13:15:35,2025-11-20 16:13:13,IP Address,137.208.30.100,100,10658,True,2025-11-20 16:13:14,R_2D17dY1CHUIMUmw,,,,,48.217,16.3944,anonymous,DE,Yes,Female,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,lehne völlig ab,,1,1,2,1,1,1,1,6,1,1,1,1,1,very low,,,,,,,,,,,,,,,,,,,Yes
2025-11-20 16:13:22,2025-11-20 16:17:17,IP Address,137.208.30.100,100,235,True,2025-11-20 16:17:18,R_2pA1nZYFv45vjs7,,,,,48.217,16.3944,anonymous,DE,Yes,Female,20,,,,,,,,,,,,,,,,,,,5,,,,2,2,2,1,1,1,1,2,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-14 09:45:25,2025-11-14 09:45:41,IP Address,137.208.180.47,3,15,False,2025-11-21 09:45:42,R_2pb4rVsVUsY6snS,,,,,48.2324,16.3518,anonymous,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-17 09:11:45,2025-11-17 09:18:21,IP Address,137.208.30.100,95,395,False,2025-11-24 09:18:24,R_8M3TGcTzHST6AQ1,,,,,48.217,16.3944,anonymous,DE,Yes,Female,21,1,stimme völlig zu,,,5,4,5,6,4,6,5,4,7,6,6,7,6,very high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-17 09:18:10,2025-11-17 09:21:52,IP Address,137.208.30.100,95,222,False,2025-11-24 09:21:54,R_8sCjhH5O2stOvMR,,,,,48.217,16.3944,anonymous,DE,Yes,Female,19,2,,,,7,6,6,6,7,5,4,7,5,6,3,5,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-17 09:14:54,2025-11-17 09:44:35,IP Address,137.208.30.100,95,1781,False,2025-11-24 09:44:36,R_2gdP9FSBTYRsePL,,,,,48.217,16.3944,anonymous,DE,Yes,Female,20,,,,,,,,,,,,,,,,,,,5,lehne völlig ab,lehne völlig ab,sehr niedrig,2,1,1,1,2,1,1,4,1,1,1,1,1,very low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-17 10:04:38,2025-11-17 10:07:39,IP Address,137.208.30.100,95,180,False,2025-11-24 10:07:43,R_2p9Kn6V1PhB8hFs,,,,,48.217,16.3944,anonymous,DE,Yes,Male,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,stimme völlig zu,,3,2,3,1,2,2,1,6,3,2,2,1,2,2,Yes
2025-11-17 10:05:05,2025-11-17 10:08:30,IP Address,137.208.30.100,95,204,False,2025-11-24 10:08:33,R_25LZ1AZMmxhEMMM,,,,,48.217,16.3944,anonymous,DE,Yes,Female,20,1,lehne völlig ab,lehne völlig ab,sehr hoch,6,6,6,7,7,7,7,7,7,7,7,7,7,very high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-17 10:09:35,2025-11-17 10:41:54,IP Address,137.208.30.100,95,1939,False,2025-11-24 10:41:57,R_8lNeF3ACr8poWWd,,,,,48.217,16.3944,anonymous,DE,Yes,Male,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,lehne völlig ab,,5,5,6,4,6,1,1,3,1,1,1,1,1,very low,,,,,,,,,,,,,,,,,,,No
2025-11-17 10:19:15,2025-11-17 10:51:13,IP Address,137.208.30.100,95,1917,False,2025-11-24 10:51:19,R_29gLZM5wYlYcky8,,,,,48.217,16.3944,anonymous,DE,Yes,Female,19,,,,,,,,,,,,,,,,,,,5,,,,3,3,2,3,2,1,1,6,2,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
2025-11-17 11:13:51,2025-11-17 11:13:56,IP Address,137.208.30.100,3,5,False,2025-11-24 11:14:00,R_20SQxY61uDpz6ue,,,,,48.217,16.3944,anonymous,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-17 11:13:24,2025-11-17 11:18:16,IP Address,137.208.30.100,95,292,False,2025-11-24 11:18:22,R_27zWDWQhcJm9dqp,,,,,48.217,16.3944,anonymous,DE,Yes,Male,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,lehne völlig ab,lehne völlig ab,sehr niedrig,1,1,1,1,1,1,1,2,1,1,1,1,1,very low,,,,,,,,,,,,,,,,,,,Yes
2025-11-17 09:20:30,2025-11-17 11:28:21,IP Address,137.208.30.100,95,7670,False,2025-11-24 11:28:21,R_2DGCOaALJNPWPJ6,,,,,48.217,16.3944,anonymous,DE,Yes,Male,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,3,1,2,2,2,2,3,3,2,2,1,2,2,,,,,,,,,,,,,,,,,,,Yes
2025-11-17 10:28:17,2025-11-17 11:28:57,IP Address,137.208.30.100,95,3639,False,2025-11-24 11:28:57,R_2BhvFGqDMcfuZOQ,,,,,48.217,16.3944,anonymous,DE,Yes,Female,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,stimme völlig zu,stimme völlig zu,,2,3,3,4,4,4,3,5,4,4,4,4,3,4,,,,,,,,,,,,,,,,,,,Yes
2025-11-17 11:11:50,2025-11-17 11:36:50,IP Address,137.208.30.100,95,1499,False,2025-11-24 11:36:51,R_8gLe764oQ7AFgWJ,,,,,48.217,16.3944,anonymous,DE,Yes,Male,22,,,,,,,,,,,,,,,,,,,5,stimme völlig zu,stimme völlig zu,,2,2,2,2,1,2,2,2,2,2,2,2,2,very low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-17 12:00:17,2025-11-17 12:00:33,IP Address,137.208.30.100,3,15,False,2025-11-24 12:00:38,R_2f98lvM4F0mHyrQ,,,,,48.217,16.3944,anonymous,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-17 12:13:41,2025-11-17 12:16:02,IP Address,137.208.30.100,95,141,False,2025-11-24 12:16:09,R_2khVOl5AEdqIxNg,,,,,48.217,16.3944,anonymous,DE,Yes,Male,"22
",,,,,,,,,,,,,,,,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-17 12:17:58,2025-11-17 12:26:14,IP Address,137.208.30.100,95,495,False,2025-11-24 12:26:16,R_8ooDL1Pc6PVF8t3,,,,,48.217,16.3944,anonymous,DE,Yes,Female,21,2,,,,4,5,6,7,6,5,6,7,3,5,5,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-17 12:15:56,2025-11-17 12:40:51,IP Address,137.208.30.100,95,1494,False,2025-11-24 12:40:52,R_2s4S5r7qPxnkAPA,,,,,48.217,16.3944,anonymous,DE,Yes,Male,24,3,,,,5,5,5,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
2025-11-17 12:17:15,2025-11-17 12:50:24,IP Address,137.208.30.100,95,1989,False,2025-11-24 12:50:25,R_21g9y3vr7QKdGO6,,,,,48.217,16.3944,anonymous,DE,Yes,Male,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,4,4,3,3,3,3,3,5,4,3,3,3,3,3,,,,,,,,,,,,,,,,,,,No
2025-11-17 12:14:39,2025-11-17 12:50:50,IP Address,137.208.30.100,95,2170,False,2025-11-24 12:50:51,R_2VCldvzm9i3uxlM,,,,,48.217,16.3944,anonymous,DE,Yes,Male,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,stimme völlig zu,7,sehr hoch,6,6,7,7,6,6,5,7,6,6,6,4,6,6,,,,,,,,,,,,,,,,,,,No
2025-11-17 13:17:13,2025-11-17 13:20:50,IP Address,137.208.30.100,95,217,False,2025-11-24 13:20:52,R_2I3jXLBBnnYyeyY,,,,,48.217,16.3944,anonymous,DE,Yes,Male,22,,,,,,,,,,,,,,,,,,,6,lehne völlig ab,,sehr niedrig,1,2,2,1,2,1,2,6,1,1,1,1,1,very low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
2025-11-17 13:09:39,2025-11-17 13:30:24,IP Address,137.208.30.100,95,1245,False,2025-11-24 13:30:27,R_8V9fMzC5aIvlAOi,,,,,48.217,16.3944,anonymous,DE,Yes,Male,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,4,5,3,3,4,4,3,2,3,3,5,5,5,4,,,,,,,,,,,,,,,,,,,No
2025-11-17 13:10:11,2025-11-17 13:35:01,IP Address,137.208.30.100,95,1490,False,2025-11-24 13:35:08,R_2D7wg0fQw5tdr5Z,,,,,48.217,16.3944,anonymous,DE,Yes,Male,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,lehne völlig ab,lehne völlig ab,sehr niedrig,1,1,1,1,1,1,1,1,1,1,1,1,1,very low,No
2025-11-17 13:14:50,2025-11-17 13:35:06,IP Address,137.208.30.100,95,1216,False,2025-11-24 13:35:10,R_2uqAe6mFBwptsFH,,,,,48.217,16.3944,anonymous,DE,Yes,Female,19,,,,,,,,,,,,,,,,,,,5,,,sehr niedrig,3,2,5,6,2,3,4,6,2,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
2025-11-17 13:12:50,2025-11-17 13:36:36,IP Address,137.208.30.100,95,1425,False,2025-11-24 13:36:37,R_8A1upR8Ps5sl1zr,,,,,48.217,16.3944,anonymous,DE,Yes,Male,20,2,,,,5,4,6,6,5,6,7,7,6,6,6,5,5,very high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-17 13:11:15,2025-11-17 13:37:50,IP Address,137.208.30.100,95,1595,False,2025-11-24 13:37:52,R_8d9OTLiXcbFtOWZ,,,,,48.217,16.3944,anonymous,DE,Yes,Male,21,,,,,,,,,,,,,,,,,,,5,,,,2,1,2,1,1,2,2,3,1,1,1,2,1,very low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
2025-11-17 13:12:02,2025-11-17 13:39:22,IP Address,137.208.30.100,95,1640,False,2025-11-24 13:39:24,R_8lFZnM1xxgyHDih,,,,,48.217,16.3944,anonymous,DE,Yes,Male,20,5,,,,4,5,3,1,3,2,2,6,4,4,3,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
2025-11-17 13:12:32,2025-11-17 13:40:19,IP Address,137.208.30.100,95,1667,False,2025-11-24 13:40:20,R_8LIpen50Qi8HZlg,,,,,48.217,16.3944,anonymous,DE,Yes,Female,20,2,,,,5,5,5,3,4,4,4,4,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-17 13:16:33,2025-11-17 13:54:47,IP Address,137.208.30.100,95,2293,False,2025-11-24 13:54:52,R_8m4QQF89J36DfY0,,,,,48.217,16.3944,anonymous,DE,Yes,Female,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,stimme völlig zu,,5,5,5,5,5,5,6,6,5,5,4,3,4,5,,,,,,,,,,,,,,,,,,,Yes
2025-11-17 14:11:55,2025-11-17 14:13:54,IP Address,137.208.30.100,95,119,False,2025-11-24 14:13:56,R_2FL31w1PE46ztIy,,,,,48.217,16.3944,anonymous,DE,Yes,Female,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,4,3,5,3,4,4,4,4,4,4,4,4,4,4,No
2025-11-17 14:13:44,2025-11-17 14:15:44,IP Address,137.208.30.100,95,120,False,2025-11-24 14:15:46,R_2mf9YfvqwtYfPTz,,,,,48.217,16.3944,anonymous,DE,Yes,Female,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,stimme völlig zu,stimme völlig zu,,5,4,4,5,4,6,5,6,5,5,6,3,5,5,No
2025-11-17 14:14:44,2025-11-17 14:17:46,IP Address,137.208.30.100,95,181,False,2025-11-24 14:17:46,R_21AgROrpXis2ToR,,,,,48.217,16.3944,anonymous,DE,Yes,Male,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,5,4,4,2,2,4,5,2,2,3,3,3,3,3,,,,,,,,,,,,,,,,,,,No
2025-11-17 14:13:56,2025-11-17 14:18:39,IP Address,137.208.30.100,95,283,False,2025-11-24 14:18:44,R_8QtHMwW1KYKgWs6,,,,,48.217,16.3944,anonymous,DE,Yes,Female,20,4,,stimme völlig zu,,6,7,7,5,6,7,6,7,6,6,4,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
2025-11-17 14:12:12,2025-11-17 14:31:12,IP Address,137.208.30.100,95,1140,False,2025-11-24 14:31:16,R_211lkyGcWBJ5LFi,,,,,48.217,16.3944,anonymous,DE,Yes,Male,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,stimme völlig zu,,5,6,3,4,5,4,3,5,3,3,3,3,3,6,,,,,,,,,,,,,,,,,,,No
2025-11-17 14:17:59,2025-11-17 14:50:39,IP Address,137.208.30.100,95,1960,False,2025-11-24 14:50:41,R_8v4OWmr951oNkf7,,,,,48.217,16.3944,anonymous,DE,Yes,Male,22,2,7,,sehr hoch,5,7,7,4,7,7,3,7,7,2,2,4,2,very high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-17 14:18:48,2025-11-17 14:52:29,IP Address,137.208.30.100,95,2021,False,2025-11-24 14:52:31,R_8xyCIGUBKLAOVFC,,,,,48.217,16.3944,anonymous,DE,Yes,Female,21,,,,,,,,,,,,,,,,,,,5,,,,3,3,1,2,1,2,1,4,1,1,2,2,2,very low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-17 14:19:18,2025-11-17 14:53:03,IP Address,137.208.30.100,95,2024,False,2025-11-24 14:53:03,R_8eKsLrlqsO8Ghup,,,,,48.217,16.3944,anonymous,DE,Yes,Male,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,lehne völlig ab,,2,1,1,1,1,1,1,7,1,1,1,1,1,very low,Yes
2025-11-17 15:07:37,2025-11-17 15:10:12,IP Address,137.208.30.100,95,155,False,2025-11-24 15:10:13,R_8vkKtIuePrTv3pg,,,,,48.217,16.3944,anonymous,DE,Yes,Male,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,2,2,4,3,3,2,2,3,3,2,2,1,2,very low,,,,,,,,,,,,,,,,,,,No
